5-6,0.758403361345
5-6-24,0.758212375859
5-6-15,0.758212375859
5-6-21,0.757639419404
5-6-18,0.757066462949
6-24,0.75664893617
5-6-14,0.756493506494
6-21-24,0.75626899696
6-14-24,0.756079027356
6-18-24,0.756079027356
6-15-24,0.755889057751
6-18-21,0.755319148936
6-21,0.755129179331
6-14-21,0.754939209726
6-15,0.754749240122
6-18,0.754369300912
6,0.754179331307
6-14,0.753989361702
6-14-18,0.753799392097
6-15-21,0.753799392097
6-15-18,0.753419452888
6-14-15,0.752659574468
5-14-15,0.738158899924
5,0.737681436211
5-18-24,0.737394957983
5-21,0.737394957983
5-14-21,0.737203972498
5-14-18,0.737203972498
5-14,0.737203972498
5-15-18,0.737012987013
5-14-24,0.737012987013
5-15-21,0.737012987013
5-15-24,0.736822001528
5-24,0.736631016043
5-18-21,0.736440030558
5-21-24,0.736058059587
5-18,0.735867074102
5-15,0.735867074102
14-15-21,0.723784194529
14-15-18,0.723594224924
14-15,0.723214285714
14-15-24,0.722834346505
14-18-24,0.683890577508
14-18,0.682750759878
14-18-21,0.681420972644
15-18-24,0.680661094225
14,0.67657674772
14-21-24,0.676481762918
14-24,0.676291793313
14-21,0.675151975684
15-18-21,0.660904255319
15-21-24,0.660334346505
15-18,0.657484802432
18-21-24,0.643996960486
21-24,0.642097264438
18-24,0.640577507599
15-24,0.632978723404
24,0.628419452888
18-21,0.621580547112
18,0.620915653495
15-21,0.57617781155
21,0.574658054711
15,0.508168693009
